time,s_x,s_v,a_u
0.9620253164556962,0.8203514468492245,0.5718596887807218,0.09382518461720248
0.9873417721518987,0.8345644838995532,0.5509102669341646,0.09195402851977523
1.0126582278481013,0.8482426580044828,0.5296077729239724,0.089847181000973
1.0379746835443038,0.8613772029768215,0.507965859277794,0.0875100422144848
1.0632911392405062,0.8739597010351444,0.485998396053486,0.08494860258369287
1.0886075949367089,0.8859820881986548,0.46371946194995,0.08216942744735467
1.1139240506329113,0.8974366594552975,0.44114333528425465,0.07917964023169397
1.139240506329114,0.9083160736998153,0.418284484840822,0.07598690419203306
1.1645569620253164,0.9186133584385786,0.39515756059854845,0.07259940277076575
1.1898734177215189,0.9283219142581797,0.371777384341798,0.06902581862201539
1.2151898734177216,0.9374355190549206,0.3481589401612882,0.06527531135674165
1.240506329113924,0.9459483320224902,0.32431736485095675,0.06135749406533839
1.2658227848101267,0.9538548973952702,0.3002679382069597,0.05728240867789778
1.2911392405063291,0.9611501479448739,0.2760260732350246,0.05306050022529729
1.3164556962025316,0.9678294082276756,0.25160730627242767,0.048702590067080644
1.3417721518987342,0.97388839758125,0.22702728703093175,0.04421984815475453
1.3670886075949367,0.9793232328677995,0.20230176856706322,0.03962376440159396
1.3924050632911391,0.9841304309628142,0.1774465971861551,0.034926119232339146
1.4177215189873418,0.9883069109873663,0.1524777022866295,0.03013895338827002
1.4430379746835442,0.9918499962826111,0.127411086151027,0.02527453706505192
1.4683544303797469,0.9947574161252272,0.10226281369032306,0.020345338462456255
1.4936708860759493,0.9970273071826973,0.07704900214810985,0.015363991826568764
1.5189873417721518,0.9986582147074973,0.051785810771235515,0.010343265066396469
1.5443037974683544,0.9996490934694273,0.026489430453526138,0.005296027027877769
1.5696202531645569,0.9999993084254877,0.0011760733592255353,0.0002352145091766351
1.5949367088607596,0.9997086351268714,-0.024138037467199117,-0.004826200898194983
1.620253164556962,0.9987772598628102,-0.04943667849822136,-0.009875246057434447
1.6455696202531644,0.9972057795411844,-0.07470363612073241,-0.014898979538467189
1.6708860759493671,0.994995201305971,-0.09992271702716196,-0.01988452478869612
1.6962025316455696,0.9921469418917769,-0.12507775859358522,-0.024819103137460698
1.7215189873417722,0.9886628267158691,-0.15015263923816752,-0.02969006654961097
1.7468354430379747,0.9845450887082864,-0.17513128875330214,-0.03448493004424327
1.7721518987341771,0.9797963668807785,-0.19999769860482627,-0.039191403695505146
1.7974683544303798,0.9744197046354941,-0.22473593219170898,-0.043797424133445506
1.8227848101265822,0.9684185478144988,-0.24933013505963803,-0.0482911854641695
1.8481012658227849,0.9617967424913733,-0.2737645450619619,-0.05266116953004555
1.8734177215189873,0.9545585325063091,-0.29802350246146986,-0.05689617543240222
1.8987341772151898,0.9467085567462784,-0.32209145996654204,-0.060985348241045345
1.9240506329113924,0.9382518461720247,-0.345952992695232,-0.06491820681700769
1.9493670886075949,0.9291938205937765,-0.3695928080608991,-0.06868467067721783
1.9746835443037973,0.9195402851977522,-0.39299575557305516,-0.07227508583223066
2.0,0.9092974268256817,-0.4161468365471424,-0.07568024953079283
